species;code
Bacopa aquatica;tropical
Bacopa arenaria;tropical
Bacopa axillaris;tropical
Bacopa callitrichoides;tropical
Bacopa cochlearia;tropical
Bacopa crenata;tropical
Bacopa decumbens;tropical
Bacopa depressa;tropical
Bacopa dubia;tropical
Bacopa egensis;generalist
Bacopa eisenii;extratropical
Bacopa floribunda;tropical
Bacopa gracilis;tropical
Bacopa gratioloides;tropical
Bacopa hamiltoniana;tropical
Bacopa lacertosa;tropical
Bacopa lanigera;generalist
Bacopa laxiflora;tropical
Bacopa monnieri;generalist
Bacopa monnierioides;tropical
Bacopa myriophylloides;tropical
Bacopa paraguariensis;tropical
Bacopa reflexa;tropical
Bacopa repens;generalist
Bacopa reptans;tropical
Bacopa rotundifolia;extratropical
Bacopa salzmannii;tropical
Bacopa scabra;tropical
Bacopa serpyllifolia;tropical
Bacopa sessiliflora;tropical
Bacopa stricta;tropical
Bacopa verticillata;tropical
Baillonia amabilis;tropical
Ballochia amoena;undetermined
Ballochia rotundifolia;undetermined
Ballota acetabulosa;extratropical
Ballota africana;extratropical
Ballota deserti;extratropical
Ballota hirsuta;extratropical
Ballota hispanica;extratropical
Ballota nigra;extratropical
Ballota philistaea;extratropical
Ballota pseudodictamnus;extratropical
Ballota saxatilis;extratropical
Ballota undulata;extratropical
Bampsia lawalreana;tropical
Bampsia symoensiana;tropical
Barleria acanthoides;tropical
Barleria affinis;extratropical
Barleria albostellata;generalist
Barleria alluaudii;tropical
Barleria amanensis;tropical
Barleria argentea;tropical
Barleria aristata;tropical
Barleria bechuanensis;extratropical
Barleria boehmii;generalist
Barleria bolusii;extratropical
Barleria bornuensis;tropical
Barleria bremekampii;extratropical
Barleria brownii;tropical
Barleria calophylloides;tropical
Barleria cristata;generalist
Barleria crossandriformis;extratropical
Barleria cyanea;generalist
Barleria damarensis;generalist
Barleria decaryi;tropical
Barleria delamerei;generalist
Barleria descampsii;generalist
Barleria elegans;generalist
Barleria eranthemoides;generalist
Barleria galpinii;extratropical
Barleria grandicalyx;tropical
Barleria grandipetala;tropical
Barleria grandis;tropical
Barleria greenii;extratropical
Barleria gueinzii;generalist
Barleria her;tropical
Barleria heterotricha;extratropical
Barleria hildebrandtii;tropical
Barleria hochstetteri;tropical
Barleria holstii;tropical
Barleria holubii;extratropical
Barleria humbertii;tropical
Barleria humilis;tropical
Barleria insolita;tropical
Barleria irritans;extratropical
Barleria kaloxytona;extratropical
Barleria lactiflora;tropical
Barleria lanceata;tropical
Barleria lanceolata;extratropical
Barleria lancifolia;extratropical
Barleria leandrii;tropical
Barleria lichtensteiniana;extratropical
Barleria longipes;tropical
Barleria lugardii;generalist
Barleria lupulina;tropical
Barleria maclaudii;tropical
Barleria macrostegia;extratropical
Barleria matopensis;generalist
Barleria meeuseana;generalist
Barleria merxmuelleri;tropical
Barleria meyeriana;generalist
Barleria monticola;extratropical
Barleria mucronifolia;tropical
Barleria nyasensis;generalist
Barleria obtusa;extratropical
Barleria oenotheroides;tropical
Barleria opaca;tropical
Barleria orbicularis;tropical
Barleria ovata;extratropical
Barleria oxyphylla;generalist
Barleria papillosa;extratropical
Barleria parviflora;tropical
Barleria parvispina;tropical
Barleria paucidentata;tropical
Barleria pretoriensis;extratropical
Barleria prionitis;generalist
Barleria proxima;tropical
Barleria puberula;tropical
Barleria pulchra;tropical
Barleria pungens;extratropical
Barleria quadrispina;tropical
Barleria ramulosa;tropical
Barleria repens;tropical
Barleria rigida;extratropical
Barleria rotundifolia;extratropical
Barleria ruellioides;tropical
Barleria saxatilis;extratropical
Barleria senensis;extratropical
Barleria siamensis;tropical
Barleria spinulosa;generalist
Barleria stimulans;extratropical
Barleria strigosa;tropical
Barleria submollis;tropical
Barleria taitensis;generalist
Barleria transvaalensis;extratropical
Barleria trispinosa;generalist
Barleria ventricosa;tropical
Barleria villosa;tropical
Barleria vincifolia;tropical
Barleria virgula;extratropical
Barleria volkensii;generalist
Barleria wilmsiana;extratropical
Barleriola solanifolia;tropical
Bartsia alpina;extratropical
Basilicum polystachyon;generalist
Basistemon peruvianus;tropical
Basistemon spinosus;generalist
Beccarinda argentea;tropical
Beccarinda tonkinensis;generalist
Bellardia trixago;extratropical
Bellardia viscosa;extratropical
Bellonia spinosa;tropical
Besleria affinis;tropical
Besleria aggregata;tropical
Besleria angustiflora;tropical
Besleria arborescens;tropical
Besleria arbusta;tropical
Besleria attenuata;tropical
Besleria barbata;tropical
Besleria barbensis;tropical
Besleria barclayi;tropical
Besleria capitata;tropical
Besleria cinnabarina;tropical
Besleria clivorum;tropical
Besleria cognata;tropical
Besleria columneoides;tropical
Besleria comosa;generalist
Besleria compta;tropical
Besleria concinna;tropical
Besleria connata;tropical
Besleria conspecta;tropical
Besleria cyrtanthemum;tropical
Besleria disgrega;tropical
Besleria divaricata;tropical
Besleria emendata;tropical
Besleria fallax;tropical
Besleria fecunda;tropical
Besleria ferreyrae;tropical
Besleria florida;tropical
Besleria formicaria;tropical
Besleria formosa;tropical
Besleria gibbosa;tropical
Besleria glabra;tropical
Besleria gracilenta;tropical
Besleria hirsuta;tropical
Besleria immitis;tropical
Besleria inaequalis;tropical
Besleria insolita;tropical
Besleria kalbreyeri;generalist
Besleria laxiflora;tropical
Besleria leucocarpa;tropical
Besleria longimucronata;generalist
Besleria longipedunculata;generalist
Besleria lucida;tropical
Besleria lutea;tropical
Besleria macahensis;tropical
Besleria macrocalyx;tropical
Besleria macropoda;tropical
Besleria melancholica;tropical
Besleria membranacea;tropical
Besleria microphylla;tropical
Besleria miniata;tropical
Besleria mirifica;tropical
Besleria modica;generalist
Besleria montana;generalist
Besleria mucronata;tropical
Besleria neblinae;tropical
Besleria nitens;tropical
Besleria notabilis;tropical
Besleria ornata;tropical
Besleria ovalifolia;extratropical
Besleria parviflora;tropical
Besleria patrisii;tropical
Besleria pauciflora;tropical
Besleria pendula;tropical
Besleria penduliflora;tropical
Besleria pennellii;tropical
Besleria peruviana;generalist
Besleria placita;tropical
Besleria princeps;tropical
Besleria quadrangulata;generalist
Besleria racemosa;tropical
Besleria reticulata;generalist
Besleria rhytidophyllum;tropical
Besleria riparia;tropical
Besleria robusta;tropical
Besleria rotundifolia;generalist
Besleria salicifolia;generalist
Besleria saxicola;tropical
Besleria selloana;tropical
Besleria solanoides;tropical
Besleria sprucei;tropical
Besleria tambensis;tropical
Besleria tetrangularis;generalist
Besleria trichiata;tropical
Besleria trichostegia;tropical
Besleria triflora;tropical
Besleria umbrosa;tropical
Besleria vargasii;tropical
Besleria variabilis;tropical
Besleria ventricosa;tropical
Besleria vestita;tropical
Betonica alopecuros;extratropical
Betonica hirsuta;extratropical
Betonica macrantha;extratropical
Betonica nivea;extratropical
Betonica officinalis;extratropical
Betonica scardica;extratropical
Bignonia aequinoctialis;tropical
Bignonia binata;tropical
Bignonia bracteomana;tropical
Bignonia callistegioides;generalist
Bignonia campanulata;tropical
Bignonia capreolata;extratropical
Bignonia convolvuloides;tropical
Bignonia corymbosa;tropical
Bignonia costata;tropical
Bignonia cuneata;tropical
Bignonia decora;tropical
Bignonia diversifolia;tropical
Bignonia hyacinthina;tropical
Bignonia lilacina;tropical
Bignonia longiflora;tropical
Bignonia magnifica;tropical
Bignonia microcalyx;tropical
Bignonia neouliginosa;tropical
Bignonia nocturna;tropical
Bignonia phellosperma;tropical
Bignonia potosina;tropical
Bignonia prieurei;tropical
Bignonia pterocalyx;tropical
Bignonia sordida;tropical
Bignonia uleana;tropical
Blepharis acanthodioides;tropical
Blepharis affinis;tropical
Blepharis angusta;extratropical
Blepharis aspera;extratropical
Blepharis asteracantha;tropical
Blepharis attenuata;extratropical
Blepharis bainesii;generalist
Blepharis breyeri;extratropical
Blepharis buchneri;tropical
Blepharis calcitrapa;tropical
Blepharis capensis;extratropical
Blepharis cuanzensis;tropical
Blepharis dhofarensis;tropical
Blepharis dilatata;extratropical
Blepharis diversispina;extratropical
Blepharis edulis;tropical
Blepharis furcata;extratropical
Blepharis gigantea;tropical
Blepharis glomerans;tropical
Blepharis glumacea;generalist
Blepharis grandis;tropical
Blepharis grossa;generalist
Blepharis hirtinervia;extratropical
Blepharis inaequalis;extratropical
Blepharis innocua;extratropical
Blepharis inopinata;tropical
Blepharis integrifolia;extratropical
Blepharis involucrata;tropical
Blepharis katangensis;generalist
Blepharis leendertziae;extratropical
Blepharis linariifolia;tropical
Blepharis longifolia;tropical
Blepharis longispica;extratropical
Blepharis macra;extratropical
Blepharis maculata;tropical
Blepharis maderaspatensis;generalist
Blepharis marginata;extratropical
Blepharis menocotyle;generalist
Blepharis mitrata;extratropical
Blepharis natalensis;extratropical
Blepharis obmitrata;generalist
Blepharis obtusisepala;generalist
Blepharis panduriformis;tropical
Blepharis pratensis;tropical
Blepharis procumbens;extratropical
Blepharis pruinosa;generalist
Blepharis serrulata;extratropical
Blepharis somaliensis;tropical
Blepharis spinifex;generalist
Blepharis squarrosa;extratropical
Blepharis stainbankiae;extratropical
Blepharis stuhlmannii;tropical
Blepharis subvolubilis;extratropical
Blepharis swaziensis;tropical
Blepharis tenuiramea;generalist
Blepharis transvaalensis;extratropical
Blepharis trispina;tropical
Blephilia ciliata;extratropical
Blephilia hirsuta;extratropical
Blephilia subnuda;extratropical
Boea clarkeana;extratropical
Boea hemsleyana;undetermined
Boea hygrometrica;extratropical
Boea hygroscopica;tropical
Boea kinnearii;tropical
Boea lawesii;tropical
Boea magellanica;tropical
Boea mollis;tropical
Boea philippensis;generalist
Boehmeria nivea;tropical
Boeica ferruginea;tropical
Boeica glandulosa;tropical
Boeica porosa;tropical
Bonnaya antipoda;generalist
Bonnaya ciliata;tropical
Bonnaya ruellioides;generalist
Bonnaya tenuifolia;tropical
Bontia daphnoides;tropical
Borneacanthus grandifolius;tropical
Boschniakia himalaica;extratropical
Boschniakia rossica;extratropical
Bouchea agrestis;tropical
Bouchea boliviana;generalist
Bouchea boyacana;generalist
Bouchea dissecta;generalist
Bouchea flabelliformis;tropical
Bouchea linifolia;extratropical
Bouchea longiflora;extratropical
Bouchea prismatica;generalist
Bouchea pseudogervao;generalist
Bouchea rusbyi;tropical
Bouchea spathulata;extratropical
Boutonia cuspidata;tropical
Bowkeria citrina;extratropical
Bowkeria cymosa;extratropical
Bowkeria verticillata;extratropical
Brachysola coerulea;extratropical
Brachysola halganiacea;extratropical
Brachystephanus africanus;tropical
Brachystephanus calostachyus;generalist
Brachystephanus congensis;tropical
Brachystephanus densiflorus;tropical
Brachystephanus giganteus;tropical
Brachystephanus holstii;tropical
Brachystephanus jaundensis;tropical
Brachystephanus longiflorus;tropical
Brachystephanus lyallii;tropical
Brachystephanus mannii;tropical
Brachystephanus montifuga;tropical
Brachystephanus myrmecophilus;tropical
Brandisia discolor;generalist
Brandisia hancei;extratropical
Brandisia kwangsiensis;extratropical
Brandisia racemosa;extratropical
Brandisia rosea;extratropical
Brandisia swinglei;extratropical
Bravaisia berlandieriana;tropical
Bravaisia grandiflora;tropical
Bravaisia integerrima;tropical
Brazoria arenaria;extratropical
Brazoria truncata;extratropical
Briggsia kurzii;extratropical
Briggsia longipes;extratropical
Briggsia mihieri;extratropical
Briggsia speciosa;extratropical
Brillantaisia cicatricosa;tropical
Brillantaisia lamium;tropical
Brillantaisia lancifolia;tropical
Brillantaisia madagascariensis;tropical
Brillantaisia owariensis;tropical
Brillantaisia pubescens;tropical
Brillantaisia soyauxii;tropical
Brillantaisia stenopteris;tropical
Brillantaisia vogeliana;tropical
Brookea albicans;tropical
Brookea dasyantha;tropical
Brookea tomentosa;tropical
Brunoniella acaulis;tropical
Brunoniella australis;extratropical
Brunoniella linearifolia;tropical
Brunoniella pumilio;extratropical
Brunoniella spiciflora;extratropical
Buchnera americana;extratropical
Buchnera capitata;tropical
Buchnera ciliata;tropical
Buchnera ciliolata;extratropical
Buchnera cruciata;tropical
Buchnera cryptocephala;tropical
Buchnera decandollei;tropical
Buchnera dura;extratropical
Buchnera gracilis;tropical
Buchnera henriquesii;generalist
Buchnera hispida;tropical
Buchnera jacoborum;tropical
Buchnera juncea;tropical
Buchnera keilii;tropical
Buchnera lastii;tropical
Buchnera lavandulacea;tropical
Buchnera leptostachya;tropical
Buchnera linearis;tropical
Buchnera lippioides;tropical
Buchnera longifolia;generalist
Buchnera longispicata;extratropical
Buchnera multicaulis;generalist
Buchnera obliqua;extratropical
Buchnera palustris;tropical
Buchnera pusilla;generalist
Buchnera quadrifaria;generalist
Buchnera ramosissima;tropical
Buchnera randii;generalist
Buchnera reducta;extratropical
Buchnera retrorsa;extratropical
Buchnera robynsii;tropical
Buchnera rosea;tropical
Buchnera rungwensis;generalist
Buchnera ruwenzoriensis;generalist
Buchnera schultesii;tropical
Buchnera simplex;extratropical
Buchnera speciosa;generalist
Buchnera splendens;tropical
Buchnera tenuissima;generalist
Buchnera ternifolia;tropical
Buchnera tetragona;tropical
Buchnera tomentosa;tropical
Buchnera trilobata;tropical
Buchnera urticifolia;tropical
Buchnera virgata;tropical
Buchnera welwitschii;tropical
Buddleja acuminata;tropical
Buddleja albiflora;extratropical
Buddleja alternifolia;extratropical
Buddleja americana;tropical
Buddleja anchoensis;tropical
Buddleja araucana;extratropical
Buddleja aromatica;generalist
Buddleja asiatica;generalist
Buddleja auriculata;extratropical
Buddleja axillaris;tropical
Buddleja blattaria;generalist
Buddleja brachiata;tropical
Buddleja brachystachya;extratropical
Buddleja bullata;generalist
Buddleja candida;extratropical
Buddleja cestriflora;generalist
Buddleja chapalana;extratropical
Buddleja colvilei;extratropical
Buddleja cordata;extratropical
Buddleja cordobensis;extratropical
Buddleja coriacea;generalist
Buddleja corrugata;extratropical
Buddleja crispa;extratropical
Buddleja crotonoides;generalist
Buddleja cuneata;generalist
Buddleja curviflora;extratropical
Buddleja davidii;extratropical
Buddleja delavayi;extratropical
Buddleja diffusa;generalist
Buddleja domingensis;tropical
Buddleja dysophylla;extratropical
Buddleja elegans;generalist
Buddleja euryphylla;tropical
Buddleja fallowiana;extratropical
Buddleja forrestii;extratropical
Buddleja fragifera;tropical
Buddleja fusca;tropical
Buddleja globosa;extratropical
Buddleja glomerata;extratropical
Buddleja grandiflora;extratropical
Buddleja hatschbachii;extratropical
Buddleja hieronymi;extratropical
Buddleja incana;generalist
Buddleja interrupta;generalist
Buddleja iresinoides;generalist
Buddleja jamesonii;extratropical
Buddleja japonica;extratropical
Buddleja kleinii;tropical
Buddleja lanata;extratropical
Buddleja lindleyana;extratropical
Buddleja lojensis;extratropical
Buddleja longifolia;generalist
Buddleja loricata;extratropical
Buddleja macrostachya;generalist
Buddleja madagascariensis;generalist
Buddleja marrubiifolia;extratropical
Buddleja megalocephala;generalist
Buddleja mendozensis;extratropical
Buddleja misionum;tropical
Buddleja montana;generalist
Buddleja multiceps;extratropical
Buddleja myriantha;extratropical
Buddleja nitida;tropical
Buddleja nivea;extratropical
Buddleja normaniae;extratropical
Buddleja officinalis;extratropical
Buddleja paniculata;generalist
